F1,id,Lat,Long,Pr,d_o,m_n,N_o_r,r_p_m,ava_2020,room_type
1875,887292,40.69982,-73.91957,139,23,3,112,1.41,132,1
3055,1981590,40.69937,-73.91463,135,24,3,173,2.4,0,1
30505,26135659,40.68725,-73.91623,163,27,3,29,1.65,351,1
3905,2739793,40.69686,-73.93042,145,32,3,190,2.83,1,1
13781,11574674,40.69531,-73.92248,148,32,3,87,1.97,203,1
29213,24652832,40.69738,-73.92947,160,34,3,67,3.47,330,1
6430,4907861,40.70083,-73.91679,126,37,3,111,2.01,141,1
22110,19221595,40.68267,-73.90576,148,37,3,93,3.15,309,1
4918,3811639,40.70784,-73.92224,150,39,3,217,3.37,0,1
8032,6611557,40.68781,-73.91421,300,74,3,23,0.51,228,1
17661,14968403,40.69141,-73.92092,200,84,3,6,0.18,306,1
7148,5758234,40.6878,-73.91452,225,91,3,94,1.65,297,1
19857,16943101,40.69735,-73.9327,240,117,3,94,2.81,303,1
26680,22229755,40.69436,-73.92261,89,127,3,31,1.32,257,1
5573,4359718,40.69584,-73.90794,140,149,3,135,2.25,312,1
29870,25350875,40.68669,-73.91573,140,161,3,27,1.47,269,1
27211,22545117,40.69818,-73.93577,108,193,3,13,0.64,152,1
29579,25032319,40.68778,-73.90748,139,207,3,55,3.03,71,1
20365,17569280,40.6898,-73.91835,149,215,3,87,2.65,189,1
29503,24959305,40.69493,-73.92276,135,216,3,55,2.92,123,1
3697,2496301,40.69587,-73.9096,108,219,3,246,3.56,152,1
33585,29189777,40.6954,-73.92723,126,234,3,63,4.62,220,1
13038,10522830,40.69366,-73.91608,85,254,3,114,2.56,91,1
34261,29800110,40.69222,-73.90695,150,267,3,37,2.94,141,1
22025,19162127,40.70476,-73.92309,150,283,3,26,0.87,33,1
7038,5640394,40.7001,-73.93602,100,296,3,28,0.49,0,1
19311,16415673,40.69969,-73.92867,70,299,3,3,0.11,43,1
16701,13978036,40.69647,-73.92474,100,313,3,118,2.86,19,1
20451,17682208,40.69709,-73.93103,210,318,3,92,2.86,0,1
25277,21529679,40.70393,-73.92377,95,321,3,73,2.9,30,1
28076,23480048,40.69749,-73.93153,110,332,3,7,0.32,66,1
27008,22387499,40.68481,-73.90713,125,336,3,42,2.85,63,1
27912,23290179,40.69029,-73.92277,60,349,3,8,0.37,0,1
3556,2325144,40.69856,-73.93162,128,351,3,61,0.87,344,1
31092,26783354,40.70145,-73.92,120,352,3,13,0.77,1,1
22198,19283246,40.69477,-73.92931,90,360,3,8,0.27,0,1
13774,11569227,40.70024,-73.92055,98,363,3,41,0.97,0,1
22509,19531541,40.63801,-73.89845,170,2,3,8,0.29,365,1
21940,19095902,40.63077,-73.90395,300,12,3,70,2.33,330,1
2634,1628156,40.64308,-73.9077,175,15,3,173,2.32,346,1
4904,3800547,40.64287,-73.90228,100,18,3,106,1.69,343,1
25233,21491135,40.63895,-73.91606,65,23,3,77,3.04,342,1
33516,29134543,40.64116,-73.88346,110,289,3,5,0.42,66,1
3934,2781747,40.68235,-74.00047,150,195,3,62,1.41,66,1
29537,24992558,40.67899,-74.00089,50,346,3,5,0.39,0,1
35526,30527061,40.68486,-73.99358,200,356,3,1,0.09,0,1
34179,29731583,40.68333,-73.99831,155,363,3,11,0.88,0,1
4255,3175088,40.74449,-73.99445,275,15,3,71,1.06,339,1
2174,1133296,40.74119,-74.00234,175,25,3,20,0.25,247,1
3182,2071420,40.74374,-74.00044,199,93,3,186,2.77,0,1
2757,1746726,40.74188,-73.99729,555,106,3,119,1.63,1,1
26600,22191343,40.74587,-73.99889,229,171,3,2,0.09,196,1
9785,7985333,40.74904,-74.00164,400,207,3,15,0.34,0,1
33779,29384622,40.74303,-73.99727,200,225,3,50,4.08,0,1
33194,28840175,40.7467,-73.99335,288,239,3,69,4.85,124,1
7084,5692807,40.74405,-73.99915,250,299,3,185,3.3,82,1
30008,25516958,40.74326,-74.00278,178,300,3,47,2.59,71,1
12640,10090735,40.74156,-74.00037,175,336,3,162,3.39,0,1
33728,29334470,40.7391,-73.99726,129,337,3,18,1.34,0,1
14194,12070989,40.74291,-74.00043,185,341,3,12,0.27,0,1
34432,29909672,40.74741,-74.00213,345,343,3,9,0.78,16,1
21324,18584180,40.7453,-74.00002,180,347,3,36,1.36,28,1
21213,18481196,40.74569,-73.99687,200,357,3,15,0.6,15,1
33101,28734438,40.74497,-74.00571,225,358,3,2,0.16,0,1
22231,19313064,40.73996,-73.99987,200,359,3,3,0.13,5,1
25398,21597844,40.74311,-74.0037,400,360,3,9,0.36,0,1
24997,21344179,40.71339,-73.99115,160,1,3,10,0.53,359,1
17909,15222972,40.71231,-73.99257,140,107,3,156,4.03,275,1
29665,25134894,40.71839,-73.99834,699,120,3,62,3.51,175,1
34721,30088327,40.71022,-73.99163,195,210,3,28,2.28,164,1
2747,1738513,40.70911,-73.99685,180,303,3,26,0.35,153,1
9217,7572103,40.71379,-73.99112,170,359,3,53,1.04,112,1
4613,3552043,40.68761,-73.96096,500,2,3,20,0.34,362,1
12891,10336440,40.68545,-73.96048,200,3,3,26,0.56,356,1
33638,29238906,40.68982,-73.95818,145,12,3,29,2.2,225,1
2360,1316961,40.68645,-73.96587,110,26,3,31,0.4,339,1
5701,4455301,40.68653,-73.96412,110,30,3,205,3.38,0,1
13281,10853313,40.6869,-73.96324,155,39,3,177,3.86,270,1
7762,6384275,40.68374,-73.96452,130,48,3,107,1.96,0,1
2981,1934804,40.69356,-73.96744,750,81,3,35,1.44,217,1
7505,6170979,40.68678,-73.96044,100,93,3,140,2.62,339,1
34229,29776797,40.68215,-73.96526,250,122,3,30,2.39,262,1
23975,20652600,40.68459,-73.95732,179,153,3,69,2.58,188,1
14282,12151638,40.68099,-73.96343,144,192,3,60,1.39,63,1
14850,12804309,40.68444,-73.96285,225,199,3,107,2.47,149,1
1563,756928,40.68785,-73.96708,110,244,3,31,0.36,4,1
26259,22017432,40.68182,-73.9659,170,298,3,22,0.92,86,1
33467,29096295,40.69196,-73.95969,100,299,3,5,0.36,0,1
2248,1195198,40.68647,-73.95909,120,309,3,166,2.38,67,1
10827,8973873,40.68699,-73.9639,120,311,3,103,2.14,83,1
35359,30437417,40.68911,-73.96297,190,350,3,2,0.18,4,1
26395,22083540,40.68882,-73.96049,150,352,3,44,1.83,35,1
8551,6994259,40.69213,-73.95869,100,353,3,5,0.2,20,1
29750,25226807,40.69284,-73.96065,130,354,3,5,0.28,10,1
30421,26057084,40.68553,-73.96314,150,357,3,5,0.28,0,1
2953,1917872,40.68891,-73.96502,450,357,3,60,0.87,97,1
32188,27823763,40.68574,-73.99958,250,196,3,47,3.05,0,1
10081,8272327,40.6869,-73.99741,225,206,3,40,0.9,162,1
32323,27953771,40.68643,-73.9976,125,243,3,47,3.11,73,1
34045,29630099,40.68691,-73.99818,109,351,3,5,0.38,0,1
30460,26086126,40.78141,-73.84506,60,288,3,45,2.65,68,1
10298,8474859,40.68053,-74.00387,130,66,3,20,0.4,340,1
22757,19718634,40.83561,-73.91108,58,321,3,73,2.87,17,1
33548,29167257,40.82132,-73.92884,100,75,3,39,3.25,262,1
19958,17097239,40.57575,-73.98465,100,197,3,87,2.62,172,1
26638,22207770,40.74725,-73.85486,359,53,3,14,0.69,316,1
1879,890839,40.68015,-73.96299,295,1,3,8,0.11,363,1
32555,28181243,40.66891,-73.93495,210,3,3,2,0.15,362,1
10116,8304809,40.66889,-73.93045,205,11,3,97,1.93,162,1
9084,7461611,40.66514,-73.95688,185,14,3,65,1.3,352,1
11035,9137533,40.6761,-73.96144,150,18,3,12,0.25,317,1
12912,10355146,40.67785,-73.95217,149,21,3,86,1.94,343,1
3103,2017397,40.66687,-73.95619,150,24,3,81,1.18,175,1
29534,24990534,40.67604,-73.95071,150,24,3,43,2.41,343,1
29242,24694832,40.6682,-73.95261,150,30,3,52,2.8,292,1
22352,19390119,40.67398,-73.92787,124,33,3,74,2.52,353,1
2820,1807106,40.67191,-73.93997,135,46,3,213,2.89,344,1
30346,25975428,40.67411,-73.93023,190,58,3,37,2.11,264,1
21180,18449954,40.67757,-73.94913,90,62,3,76,2.45,341,1
14182,12054516,40.67292,-73.94033,120,82,3,77,1.75,268,1
6778,5316377,40.6686,-73.93037,228,89,3,212,3.63,306,1
4444,3376999,40.66911,-73.94824,200,130,3,170,2.7,0,1
33614,29220437,40.66835,-73.92335,90,202,3,42,3.17,0,1
11545,9509148,40.67682,-73.96178,150,202,3,124,2.62,144,1
32649,28279502,40.67222,-73.93487,325,202,3,25,1.71,155,1
29500,24958209,40.66673,-73.96158,200,203,3,55,3.04,317,1
27608,22971913,40.66615,-73.95426,69,204,3,109,4.95,1,1
23795,20518193,40.67052,-73.93444,400,208,3,24,1.02,156,1
16257,13693976,40.67611,-73.94106,300,211,3,91,2.33,0,1
30654,26300797,40.67989,-73.96212,250,211,3,41,2.46,103,1
12501,10019023,40.6781,-73.94584,70,231,3,2,0.04,222,1
34597,30010084,40.67812,-73.94618,129,270,3,54,4.31,74,1
26577,22179082,40.66863,-73.95046,120,276,3,3,0.12,89,1
34871,30186549,40.66436,-73.95275,120,294,3,64,5.23,134,1
23318,20119649,40.67081,-73.93646,129,307,3,31,1.11,65,1
22308,19363931,40.6692,-73.9359,87,309,3,44,1.54,68,1
32205,27835546,40.67182,-73.94446,100,327,3,5,0.34,0,1
20262,17477768,40.67308,-73.95523,105,334,3,114,4.18,157,1
34684,30064556,40.67799,-73.9465,67,341,3,4,0.33,45,1
30424,26058074,40.67621,-73.95052,99,347,3,3,0.18,0,1
16773,14027839,40.67591,-73.95318,160,347,3,4,0.11,18,1
14220,12088314,40.67833,-73.9629,180,349,3,2,0.05,0,1
23553,20284068,40.67423,-73.95737,110,359,3,39,1.4,1,1
25898,21859249,40.67025,-73.93558,99,360,3,4,0.17,0,1
21745,18942735,40.67125,-73.95782,185,362,3,9,0.33,0,1
17609,14913941,40.67564,-73.95497,93,364,3,59,1.52,0,1
8876,7275122,40.70107,-73.98391,178,208,3,183,3.45,210,1
34541,29967770,40.70321,-73.98488,150,337,3,6,0.48,8,1
8362,6862191,40.70212,-73.9851,245,359,3,9,0.17,0,1
20845,18108648,40.77764,-73.91128,100,77,3,113,3.56,253,1
17490,14788009,40.78031,-73.91003,95,84,3,105,2.67,288,1
12183,9859181,40.78274,-73.91318,193,154,3,132,2.89,113,1
32674,28307159,40.77658,-73.90344,100,296,3,12,0.81,0,1
19333,16426099,40.77677,-73.9106,100,345,3,113,3.16,56,1
15273,13109933,40.69202,-73.98469,225,297,3,48,1.18,108,1
25530,21676358,40.69339,-73.98581,90,357,3,7,0.3,0,1
13997,11826442,40.76969,-73.87912,80,23,3,77,1.79,247,1
22935,19837851,40.65614,-73.91754,103,8,3,40,1.43,349,1
4606,3544899,40.66123,-73.93428,85,55,3,39,0.6,41,1
31359,27029508,40.65887,-73.9198,250,202,3,31,1.88,284,1
31331,26996347,40.66091,-73.93244,149,212,3,34,2.07,164,1
30948,26632917,40.64629,-73.932,125,267,3,30,1.79,91,1
19935,17046562,40.63956,-73.93235,165,296,3,58,1.75,163,1
30895,26560159,40.66352,-73.94157,100,327,3,10,0.61,24,1
5090,3946177,40.7948,-73.93457,264,8,3,38,0.6,0,1
5093,3946288,40.79365,-73.9349,540,8,3,22,0.38,357,1
24856,21259803,40.7895,-73.9441,120,16,3,32,1.32,349,1
3642,2447460,40.79926,-73.94499,125,26,3,2,0.1,0,1
29673,25138149,40.79523,-73.94231,200,29,3,37,2.13,344,1
17679,14989532,40.79853,-73.94143,270,46,3,85,2.18,327,1
16340,13743350,40.78672,-73.94519,175,66,3,137,3.34,310,1
11345,9390729,40.78758,-73.95026,465,209,3,94,1.91,15,1
1995,986727,40.80626,-73.94009,165,230,3,311,3.82,165,1
27665,23020466,40.80375,-73.93599,125,253,3,86,3.94,147,1
27964,23355035,40.7876,-73.94139,149,283,3,22,1.03,0,1
19706,16758426,40.79345,-73.93977,189,285,3,39,1.13,68,1
25927,21869409,40.79999,-73.94233,250,298,3,81,3.35,101,1
11049,9148875,40.79779,-73.93648,150,304,3,106,2.22,14,1
33141,28778214,40.80046,-73.93677,59,313,3,15,1.09,2,1
32080,27707196,40.80147,-73.94432,275,351,3,2,0.13,0,1
18530,15896468,40.79084,-73.93962,250,352,3,6,0.18,0,1
8492,6959212,40.79952,-73.93502,84,358,3,10,0.19,0,1
16331,13733926,40.78918,-73.94995,150,362,3,18,0.43,67,1
11242,9329015,40.79598,-73.94288,250,363,3,43,0.88,10,1
28589,23946797,40.80942,-73.93701,50,364,3,119,6.06,4,1
27551,22904985,40.67342,-73.89325,169,10,3,22,1.01,336,1
11064,9156676,40.6845,-73.87706,85,12,3,91,1.82,362,1
5239,4085647,40.65741,-73.87854,110,27,3,9,0.14,185,1
25983,21899939,40.67842,-73.88768,155,32,3,81,3.41,0,1
19739,16793649,40.67449,-73.89053,84,39,3,83,2.61,308,1
27029,22401504,40.6762,-73.87936,99,113,3,84,3.57,313,1
14118,11984762,40.67729,-73.87996,70,125,3,45,1.5,279,1
29582,25033659,40.6724,-73.87641,155,139,3,13,0.7,1,1
29682,25155248,40.67018,-73.88867,79,239,3,45,2.43,162,1
22620,19619177,40.67327,-73.89141,100,242,3,92,3.21,0,1
24436,20982704,40.6661,-73.87469,169,287,3,6,0.22,74,1
33698,29306127,40.68809,-73.87004,70,299,3,27,2.24,58,1
31274,26943823,40.663,-73.86723,85,306,3,37,2.23,44,1
28107,23509707,40.67569,-73.89483,60,362,3,62,2.89,8,1
7342,6004567,40.73235,-73.98646,499,0,3,11,0.42,110,1
2192,1147507,40.73032,-73.98469,750,1,3,10,0.18,357,1
35471,30497529,40.72579,-73.98344,100,20,3,14,1.24,133,1
22716,19694938,40.72497,-73.98208,220,73,3,98,3.39,268,1
30535,26165533,40.72814,-73.98296,131,139,3,35,2.01,63,1
27351,22689939,40.72162,-73.97774,135,185,3,62,2.68,238,1
2003,992598,40.72399,-73.98134,420,187,3,191,2.35,297,1
31838,27518599,40.73052,-73.98277,450,256,3,52,3.44,74,1
31329,26995326,40.72818,-73.98449,320,292,3,7,0.43,12,1
2416,1355654,40.72813,-73.98433,200,292,3,19,0.26,78,1
28343,23719597,40.73294,-73.98847,178,296,3,42,2.14,0,1
10348,8521692,40.72903,-73.98938,330,303,3,13,0.31,78,1
15014,12941015,40.72889,-73.98006,250,307,3,38,0.91,66,1
11989,9770249,40.73027,-73.98759,750,307,3,112,2.3,125,1
4177,3083197,40.72592,-73.97991,950,317,3,52,0.79,17,1
33795,29409313,40.72653,-73.98501,168,331,3,8,0.63,31,1
2768,1759462,40.72714,-73.98397,179,334,3,138,1.85,43,1
16180,13655779,40.72857,-73.9854,198,348,3,5,0.18,0,1
15120,13019053,40.72669,-73.98792,150,351,3,35,0.81,0,1
35491,30507545,40.72646,-73.98686,260,353,3,10,0.89,0,1
10043,8237244,40.72765,-73.98634,215,353,3,72,1.41,0,1
28679,24060140,40.73048,-73.98269,78,353,3,7,0.4,5,1
33969,29565013,40.72348,-73.98322,175,355,3,3,0.23,0,1
15852,13465546,40.72627,-73.99145,200,355,3,30,0.74,0,1
32987,28614707,40.72707,-73.9853,240,357,3,3,0.22,7,1
25792,21811946,40.72929,-73.98625,196,363,3,9,0.37,12,1
31407,27086130,40.8859,-73.83517,90,4,3,5,0.4,357,1
25400,21602731,40.89215,-73.83351,75,205,3,60,2.78,121,1
19855,16940385,40.73675,-73.87918,199,18,3,59,1.81,339,1
33791,29393659,40.74111,-73.88184,179,36,3,43,3.18,264,1
33499,29126779,40.71148,-74.01283,230,226,3,12,0.89,55,1
20468,17697781,40.70833,-74.0131,180,251,3,11,0.34,341,1
23092,19942348,40.71103,-74.00845,200,310,3,91,3.17,15,1
5328,4162292,40.63512,-73.95815,150,13,3,43,0.9,342,1
35095,30349344,40.65603,-73.9516,150,16,3,49,3.97,212,1
2127,1097816,40.63612,-73.946,215,38,3,19,0.29,354,1
35066,30326749,40.65513,-73.95632,120,54,3,3,0.27,276,1
4689,3616003,40.63981,-73.95712,80,57,3,112,1.71,0,1
31762,27438452,40.63558,-73.94929,199,62,3,16,1,218,1
21182,18450143,40.62934,-73.96343,100,83,3,75,2.41,148,1
15688,13378177,40.66128,-73.94797,163,191,3,24,0.67,146,1
17894,15206909,40.64383,-73.94902,175,192,3,78,2.12,172,1
9087,7462019,40.63968,-73.95215,125,196,3,120,2.71,206,1
22952,19847790,40.64377,-73.95085,144,203,3,60,2.1,346,1
34397,29896132,40.63835,-73.94621,125,280,3,2,0.24,20,1
28384,23756498,40.64296,-73.95238,125,284,3,43,2.77,77,1
32885,28510048,40.63848,-73.96572,330,284,3,8,1.16,87,1
23692,20421016,40.6569,-73.9568,70,301,3,13,0.47,0,1
25697,21762776,40.64676,-73.94819,100,324,3,41,1.65,0,1
26132,21967336,40.65903,-73.96036,135,346,3,3,0.12,0,1
9534,7798542,40.65474,-73.95448,100,348,3,22,1.91,205,1
34546,29976484,40.65477,-73.95159,150,361,3,1,0.09,0,1
34146,29701500,40.73798,-73.99253,200,38,3,24,1.93,334,1
23516,20249492,40.74416,-73.99017,500,204,3,56,2.13,65,1
17170,14389886,40.74041,-73.98933,180,354,3,16,0.41,0,1
32262,27904413,40.73947,-73.9847,400,357,3,10,0.65,0,1
29455,24915585,40.73714,-73.98827,175,360,3,5,0.27,0,1
4976,3850493,40.6225,-73.92578,139,10,3,117,1.83,359,1
5740,4488882,40.62598,-73.92509,125,204,3,4,0.09,173,1
31502,27195600,40.75785,-73.81948,120,200,3,28,1.87,131,1
20317,17531292,40.76199,-73.79465,110,272,3,92,3.12,44,1
18107,15452971,40.76491,-73.82561,122,288,3,33,0.94,7,1
23287,20074372,40.72085,-73.8456,80,299,3,14,0.52,157,1
20299,17513537,40.69353,-73.97431,350,10,3,43,1.34,307,1
33246,28901091,40.68832,-73.97731,175,18,3,66,4.66,214,1
9666,7891403,40.6923,-73.97123,285,35,3,74,1.43,298,1
34487,29943700,40.68701,-73.97457,150,191,3,29,2.4,70,1
3867,2694274,40.69265,-73.97009,225,214,3,104,1.53,157,1
28306,23684864,40.69392,-73.97114,250,227,3,49,2.39,158,1
5296,4134035,40.69682,-73.9837,150,288,3,146,3.21,40,1
26249,22011027,40.69222,-73.97157,300,296,3,10,0.52,78,1
19605,16659292,40.68891,-73.97284,95,299,3,96,2.82,0,1
18490,15856339,40.69012,-73.97252,170,331,3,6,0.17,7,1
31472,27161388,40.68876,-73.97048,1200,357,3,1,0.06,0,1
32967,28606263,40.68892,-73.97329,195,358,3,1,0.1,0,1
24421,20976316,40.6931,-73.9723,250,361,3,6,0.22,0,1
6214,4783809,40.68916,-73.977,175,361,3,29,0.48,0,1
33148,28780407,40.69178,-73.97345,145,363,3,5,0.35,0,1
15171,13052968,40.68748,-73.97397,125,364,3,19,0.45,1,1
30848,26501791,40.70271,-73.87717,65,17,3,68,3.98,335,1
20370,17573621,40.69643,-73.89362,65,227,3,25,0.77,0,1
4081,2965008,40.67024,-73.99351,299,17,3,17,0.6,332,1
23135,19968221,40.68192,-73.9908,298,170,3,6,0.45,172,1
16322,13730495,40.67921,-73.99226,185,204,3,109,2.66,56,1
29828,25314051,40.68075,-73.98181,240,358,3,4,0.23,0,1
28060,23465912,40.57879,-74.11043,60,50,3,99,4.74,0,1
34707,30082958,40.58415,-74.10503,70,168,3,35,2.75,41,1
26856,22307800,40.58486,-73.99004,59,286,3,52,2.26,63,1
18020,15345019,40.73218,-73.95647,425,7,3,1,0.31,358,1
16953,14167380,40.73101,-73.9405,160,12,3,67,1.67,353,1
10226,8409459,40.72321,-73.9433,150,22,3,119,2.38,328,1
24091,20722067,40.73227,-73.95149,496,22,3,25,0.93,347,1
1498,727547,40.73844,-73.95456,199,25,3,129,1.62,99,1
6468,4947515,40.73208,-73.95653,190,82,3,38,0.65,202,1
12546,10038170,40.72917,-73.94354,299,85,3,1,0.04,108,1
12582,10057826,40.72778,-73.94472,299,85,3,5,0.1,108,1
12549,10038693,40.72734,-73.94451,189,85,3,9,0.24,108,1
12536,10035471,40.72762,-73.94443,189,85,3,31,0.65,108,1
12547,10038410,40.72717,-73.94479,199,85,3,29,0.61,109,1
19136,16333607,40.72879,-73.95689,170,174,3,49,1.35,218,1
29169,24607120,40.7203,-73.94644,250,188,3,2,0.14,173,1
22508,19531390,40.72458,-73.95191,139,194,3,97,3.33,174,1
16948,14164319,40.73101,-73.95248,250,233,3,92,2.25,154,1
13060,10540910,40.7264,-73.95405,230,261,3,38,0.95,0,1
29297,24750019,40.72251,-73.95103,135,285,3,82,4.27,100,1
34064,29648013,40.73291,-73.95989,139,291,3,53,4.06,187,1
23263,20053839,40.72854,-73.95627,150,305,3,33,1.21,73,1
34505,29957585,40.72744,-73.94673,195,311,3,19,1.58,151,1
32955,28586190,40.72392,-73.94539,175,333,3,1,0.07,20,1
24875,21267975,40.72868,-73.95248,52,337,3,72,2.78,13,1
19977,17120582,40.72282,-73.94856,300,350,3,51,1.53,74,1
20123,17298590,40.72938,-73.95675,175,352,3,17,0.52,0,1
5894,4603012,40.73132,-73.95831,145,361,3,24,0.39,0,1
26437,22105065,40.71951,-73.95277,385,361,3,9,0.43,23,1
6908,5477876,40.73406,-73.95551,135,362,3,26,0.45,1,1
11644,9574823,40.72066,-73.95308,195,362,3,48,1.03,11,1
3466,2255340,40.72832,-73.99916,289,32,3,51,1.07,308,1
34928,30231880,40.73138,-73.99976,125,150,3,3,1.34,341,1
31358,27029421,40.72674,-73.99673,200,152,3,8,0.5,7,1
23601,20325356,40.73372,-73.99704,615,251,3,52,1.86,112,1
28228,23629960,40.7275,-74,250,351,3,21,1.29,7,1
8024,6608246,40.6655,-73.99501,225,14,3,57,1.11,333,1
28587,23946148,40.66169,-73.9979,135,17,3,73,3.68,100,1
20737,17996373,40.66338,-73.99879,300,76,3,108,3.57,294,1
10498,8667280,40.66567,-73.99509,195,79,3,135,2.68,0,1
16842,14088971,40.66142,-73.99078,119,298,3,76,1.92,42,1
8867,7265249,40.66226,-73.98956,125,347,3,14,0.27,1,1
34642,30037932,40.62917,-74.08619,120,195,3,26,2.03,164,1
11203,9289159,40.8228,-73.94567,465,27,3,60,1.41,338,1
28301,23683049,40.82733,-73.94937,245,55,3,44,2.08,0,1
9486,7762374,40.82651,-73.94871,450,59,3,47,0.93,1,1
1667,798429,40.82536,-73.94923,120,63,3,205,2.41,287,1
14785,12736761,40.82863,-73.94757,259,250,3,72,1.68,170,1
33703,29308309,40.82426,-73.95231,125,251,3,13,1.1,79,1
2167,1130138,40.82101,-73.94582,110,290,3,97,1.21,74,1
29647,25112819,40.82927,-73.94272,150,303,3,53,2.85,20,1
33901,29513249,40.82267,-73.95044,80,332,3,1,0.07,0,1
32621,28245313,40.8238,-73.94794,170,348,3,7,0.51,63,1
26557,22174455,40.82434,-73.95066,200,362,3,14,0.58,0,1
17779,15085833,40.80466,-73.95582,429,1,3,1,0.03,364,1
17318,14570492,40.80742,-73.95205,289,1,3,5,0.35,365,1
5082,3944200,40.79508,-73.93256,195,8,3,25,0.39,0,1
11654,9576478,40.80948,-73.94739,245,11,3,76,1.58,327,1
26141,21969058,40.80255,-73.94349,300,16,3,53,2.56,328,1
17628,14933521,40.81949,-73.94621,129,19,3,87,2.23,2,1
9262,7610785,40.81095,-73.95296,249,19,3,99,1.94,346,1
32074,27704612,40.80722,-73.9491,159,22,3,40,2.65,334,1
16039,13564134,40.81497,-73.94781,200,22,3,62,1.54,336,1
3350,2181941,40.81562,-73.94426,112,22,3,27,0.39,342,1
10187,8381953,40.82244,-73.94773,124,24,3,114,2.63,0,1
2299,1258651,40.80707,-73.94884,300,24,3,75,1.64,299,1
11498,9485606,40.81041,-73.9445,225,24,3,87,1.82,322,1
35063,30325250,40.80453,-73.95015,115,25,3,31,2.59,260,1
11733,9623722,40.80263,-73.94662,260,26,3,49,1.07,315,1
19624,16677256,40.80767,-73.95127,240,32,3,70,2.13,256,1
2401,1347204,40.80861,-73.94574,190,44,3,138,1.81,303,1
13918,11720001,40.81327,-73.94628,190,47,3,55,1.24,347,1
23415,20184035,40.80942,-73.95246,130,53,3,53,1.91,319,1
14058,11904191,40.80678,-73.94976,175,54,3,151,3.43,72,1
30859,26519306,40.81581,-73.94142,140,57,3,29,1.75,339,1
32657,28286163,40.82302,-73.94259,220,71,3,21,1.46,178,1
6814,5362041,40.80917,-73.95405,250,76,3,116,2.1,307,1
13702,11496607,40.80187,-73.94705,165,84,3,70,1.55,315,1
30743,26387184,40.80718,-73.94907,80,112,3,6,0.46,0,1
6108,4734544,40.79373,-73.93528,130,117,3,52,0.86,116,1
9543,7801262,40.79996,-73.95485,104,128,3,49,0.94,0,1
15657,13358786,40.83282,-73.95019,90,128,3,9,0.22,258,1
13606,11372330,40.81312,-73.94273,177,134,3,115,2.89,244,1
19299,16411398,40.80997,-73.9412,110,160,3,95,3.59,314,1
16408,13771529,40.82661,-73.94165,100,180,3,20,0.49,69,1
10842,8989320,40.80473,-73.94763,175,186,3,213,4.25,242,1
32047,27681899,40.82663,-73.94108,199,187,3,5,0.32,180,1
17739,15053143,40.79577,-73.9362,350,197,3,98,2.51,161,1
2989,1937226,40.80874,-73.94756,174,201,3,187,2.58,178,1
27073,22435019,40.80638,-73.94415,180,203,3,45,2.13,241,1
15663,13361613,40.8053,-73.94704,375,207,3,67,1.75,335,1
15505,13244254,40.80822,-73.95273,170,209,3,44,1.12,0,1
25046,21369656,40.80641,-73.94114,237,211,3,56,2.18,124,1
16492,13848005,40.81106,-73.94467,200,213,3,58,1.48,167,1
31927,27577076,40.80226,-73.93583,175,216,3,48,3.06,117,1
23491,20228284,40.81246,-73.94906,147,222,3,79,2.88,96,1
8773,7194538,40.80595,-73.94882,355,222,3,49,1.07,142,1
31348,27017924,40.81033,-73.94286,150,224,3,34,2.04,0,1
